date, time, flag, write_data_size[B], elapsed_time[s], write_throghput[MB/s], target_network_stress[MB/s], comments
2025-02-24, 17:41:21, success, 104857600, 6.770799, 14.769305, 100, no
2025-02-24, 17:41:27, success, 104857600, 5.843117, 17.114154, 100, no
2025-02-24, 17:41:34, success, 104857600, 6.291077, 15.895529, 100, no
2025-02-24, 17:41:40, success, 104857600, 6.106790, 16.375214, 100, no
2025-02-24, 17:41:46, success, 104857600, 6.541366, 15.287327, 100, no
2025-02-24, 17:41:53, success, 104857600, 6.337290, 15.779615, 100, no
2025-02-24, 17:41:59, success, 104857600, 5.976780, 16.731418, 100, no
2025-02-24, 17:42:05, success, 104857600, 6.179813, 16.181720, 100, no
2025-02-24, 17:42:11, success, 104857600, 6.238491, 16.029518, 100, no
2025-02-24, 17:42:17, success, 104857600, 6.212602, 16.096316, 100, no
